tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-09-22 18:18:23,sebelum,khawatir mahkamah konstitusi kemunduran demokrasi sindir mahal resmi kritik nepotisme basi cawe cawe perwakilan rakyat susah,negatif,52,16,sari288
2024-09-22 18:19:53,sebelum,jatah partai periode pamit keterangan pendahulu transisi agenda akhir jabatan konferensi pers,netral,116,30,kabar24jam
2024-09-22 18:23:03,sebelum,akhir jabatan dijadwalkan laporan sepuluh tahun batas usia susunan acara resmi solo dokumentasi tercatat estafet kepemimpinan,netral,6,3,indra88
2024-09-22 18:54:27,sebelum,korupsi bohong program unggulan elit susah buang buang uang layanan kesehatan gagal swasembada pangan rakyat susah,negatif,16,4,putri_real5085
2024-09-22 19:05:56,sebelum,indonesia emas kedaulatan energi realisasi program makan bergizi gratis tegas hilirisasi doa sukses percaya mantap,positif,3,2,yuda
2024-09-22 19:07:51,sebelum,realisasi program hilirisasi semangat tegas megah haru solid sejarah baru berani kemunduran demokrasi,positif,18,6,rizky_rl5799
2024-09-22 19:50:37,sebelum,solo warisan rakyat sejahtera legowo delegasi haru mantap sepuluh tahun megah,positif,51,13,gilang1685
2024-09-22 20:00:52,sebelum,optimis pendidikan gratis janji kampanye sukses hilirisasi harap haru layanan kesehatan doa legowo berani mantap,positif,3,1,nisa_real2215
2024-09-22 20:16:57,sebelum,efisiensi anggaran pemborosan anggaran optimis damai berani utang negara,positif,10,4,yuda9914
2024-09-22 20:57:38,sebelum,megah kabinet gemuk wibawa lancar selamat legowo kabinet merah putih koalisi berani haru tegas,positif,2,1,tono19909071
2024-09-22 21:02:13,sebelum,omong kosong kritik tidak becus etika politik buang buang uang nepotisme oligarki demokrasi,negatif,52,13,eko_jkt7178
2024-09-22 21:04:07,sebelum,mahkamah konstitusi susunan acara dinasti politik periode masa jabatan rangkaian,netral,348,75,jurnal24jam
2024-09-22 21:06:08,sebelum,salut rakyat sejahtera jatah partai sejarah baru titipan partai doa,positif,9,3,hesti7044
2024-09-22 21:12:59,sebelum,rakyat susah asal bapak senang etika politik pesimis tidak becus nepotisme janji manis korupsi protes,negatif,26,10,budi_id
2024-09-22 21:49:01,sebelum,rangkaian warisan keterangan konferensi pers solo berlangsung siaran langsung hadir pamit,netral,3,2,dimas19904389
2024-09-22 22:03:51,sebelum,khawatir kemunduran demokrasi batas usia pencitraan prosesi mahkamah konstitusi bohong tolak boros asal bapak senang sindir putusan,negatif,39,7,nanda9808
2024-09-22 22:06:14,sebelum,selamat cawe cawe mahkamah konstitusi batas usia semangat berani sukses percaya sejarah baru,positif,40,8,gilang1685
2024-09-22 22:26:14,sebelum,detik detik tegas selamat kerja nyata salut indonesia emas serah terima kemunduran demokrasi,positif,179,34,sarinesia3430
2024-09-22 22:46:45,sebelum,rakyat susah pidato perdana basi susah mahal istana merdeka prabowogibran khidmat,negatif,27,5,andi_rl1000
2024-09-22 22:49:09,sebelum,bagi bagi kursi percaya hormat doa kursi kekuasaan titipan partai harap patut ditiru optimis dukung sejarah baru menteri,positif,12,4,bayu1990759
2024-09-22 22:52:29,sebelum,anggaran gagal utang negara korupsi protes bohong kecewa berat pencitraan biaya negara,negatif,10,5,sari_ind1931
2024-09-22 23:01:14,sebelum,dukung menteri kerja nyata legowo kabinet merah putih tegas,positif,40,12,umar_id
2024-09-22 23:39:05,sebelum,menteri elit reshuffle tidak becus susah,negatif,65,17,jurnalterkini
2024-09-23 00:17:01,sebelum,transisi berani pamit mantap doa salut solid hormat jokowi,positif,3,2,ayu_ind7353
2024-09-23 02:50:49,sebelum,mahkamah konstitusi batas usia pesimis gagal buang buang uang etika politik basi,negatif,4,1,sari88
2024-09-23 04:49:43,sebelum,korupsi hilirisasi pesimis kritik dinasti politik etika politik tolak selamat demokrasi protes khawatir kecewa berat,negatif,27,9,laras_rl7024
2024-09-23 05:11:43,sebelum,kecewa berat pesimis kecewa sindir dinasti politik gagal batas usia asal bapak senang,negatif,8,3,intanku8219
2024-09-23 05:41:46,sebelum,sepuluh tahun percaya transisi semangat khidmat estafet kepemimpinan haru lancar jokowi salut,positif,40,9,suaranusantara
2024-09-23 05:48:51,sebelum,putusan berlangsung susunan acara nepotisme konferensi pers oligarki,netral,107,24,kabarterkini
2024-09-23 06:16:29,sebelum,demokrasi tolak protes boros mahkamah konstitusi menurut putusan nepotisme,negatif,2,2,intan_rl5583
2024-09-23 06:39:38,sebelum,gagah etika politik haru putusan salut bersatu mahkamah konstitusi,positif,14,6,putrinesia
2024-09-23 06:55:57,sebelum,etika politik nepotisme dilantik rangkaian data periode putusan agenda menurut keterangan,netral,50,7,kabarhariini
2024-09-23 07:08:16,sebelum,asal bapak senang buang buang uang bohong program unggulan swasembada pangan muak protes reshuffle layanan kesehatan khawatir pencitraan tolak,negatif,33,6,fitri771493
2024-09-23 07:11:06,sebelum,omong kosong utang negara janji manis tolak siaran langsung susah beban fiskal,negatif,46,12,redaksiid
2024-09-23 07:21:54,sebelum,bangga oligarki optimis nepotisme kemunduran demokrasi amanah legowo solid mantap megah indonesia emas,positif,398,120,galih_ind8816
2024-09-23 07:24:51,sebelum,harga pangan megah legowo percaya semangat optimis subsidi perwakilan sejarah baru efisiensi anggaran,positif,15,5,jokowati7263
2024-09-23 07:29:22,sebelum,rakyat sejahtera harap gagah pamit sepuluh tahun titipan partai purna tugas transisi amanah,positif,31,6,dimasxyz7826
2024-09-23 07:43:13,sebelum,berlangsung menurut nepotisme masa jabatan demokrasi cawe cawe agenda batas usia,netral,3,3,bagasnesia9141
2024-09-23 07:55:34,sebelum,oligarki omong kosong pesimis cawe cawe gagal tidak becus nepotisme tolak,negatif,20,3,oki8918
2024-09-23 08:28:46,sebelum,susah pamit amanah bangga rupiah haru purna tugas akhir jabatan selamat solo,positif,2,1,jokonesia9618
2024-09-23 08:30:10,sebelum,putusan tolak etika politik pesimis batas usia demokrasi ragu janji manis gagal kecewa asal bapak senang,negatif,11,3,gilangku4984
2024-09-23 09:13:31,sebelum,asal bapak senang pencitraan susah nepotisme dinasti politik tidak becus tolak kecewa berat buang buang uang batas usia omong kosong putusan,negatif,73,14,andi_real9516
2024-09-23 09:30:00,sebelum,patut ditiru legowo dinasti politik bersatu berani kemunduran demokrasi,positif,4,3,vinaxyz3760
2024-09-23 09:52:29,sebelum,laporan boros bohong cawe cawe tolak nepotisme kecewa berat ragu putusan susah,negatif,2,2,eko248575
2024-09-23 10:09:51,sebelum,omong kosong tidak becus elit putusan gagal pengamanan oligarki protes dinasti politik khawatir asal bapak senang,negatif,83,13,jokowati9141
2024-09-23 10:10:07,sebelum,tercatat disiarkan sidang paripurna siaran langsung pengamanan kesiapan protokol susunan acara menurut,netral,320,57,kabarhariini
2024-09-23 10:21:37,sebelum,wibawa semangat omong kosong efisiensi anggaran wakil menteri gagah hormat lancar bagi bagi kursi doa,positif,7,3,budi24
2024-09-23 10:51:37,sebelum,gagal korupsi janji manis subsidi rupiah biaya negara pajak,negatif,1,1,gilang_id2379
2024-09-23 11:21:23,sebelum,haru layanan kesehatan kedaulatan energi solid realisasi program megah lancar pendidikan gratis,positif,40,6,bagasku4585
2024-09-23 11:35:45,sebelum,sindir rakyat susah wibawa basi khawatir makan bergizi gratis seratus hari tidak becus,negatif,10,3,arif_jkt1534
2024-09-23 12:15:12,sebelum,asal bapak senang utang negara korupsi janji manis investasi elit pesimis basi pajak gagal,negatif,5,1,indra_jkt
2024-09-23 12:29:00,sebelum,susunan acara nepotisme putusan cawe cawe disiarkan rangkaian,netral,75,15,jurnalterkini
2024-09-23 13:03:28,sebelum,damai doa nepotisme optimis lancar sukses batas usia indonesia emas,positif,7,3,sari_rl4104
2024-09-23 13:39:01,sebelum,nepotisme batas usia etika politik muak susah bohong kritik kemunduran demokrasi,negatif,337,45,kiranaxyz1669
2024-09-23 13:52:05,sebelum,menyampaikan masa jabatan berlangsung menurut daya beli efisiensi anggaran akhir jabatan resmi investasi pemborosan konferensi pers hadir agenda,netral,0,1,jokonesia9618
2024-09-23 14:02:23,sebelum,bersatu program unggulan realisasi program kedaulatan energi indonesia emas salut hilirisasi megah lancar patut ditiru haru,positif,0,2,putri_jkt
2024-09-23 14:20:09,sebelum,lancar apresiasi bagi bagi kursi haru kursi kekuasaan optimis rakyat sejahtera kabinet gemuk megah damai,positif,36,12,tari3298
2024-09-23 14:28:54,sebelum,sumpah jabatan reshuffle bagi bagi kursi apresiasi jatah partai harap berani,positif,2,2,fitri_ind7562
2024-09-23 14:42:54,sebelum,kecewa kemunduran demokrasi batas usia elit boros kecewa berat cawe cawe tidak becus protes demokrasi pencitraan,negatif,61,15,bagasputra7963
2024-09-23 15:13:29,sebelum,omong kosong pencitraan susunan menteri pidato perdana buang buang uang protes sindir kritik kabinet merah putih reshuffle gagal titipan partai,negatif,1,3,budi775124
2024-09-23 15:16:42,sebelum,menurut konferensi pers masa jabatan periode makan bergizi gratis kedaulatan energi program unggulan,netral,5,1,nisanesia
2024-09-23 16:08:55,sebelum,transisi semangat gagah patut ditiru menyampaikan jokowi tegas solo utang negara,positif,17,5,tono_rl3403
2024-09-23 16:15:43,sebelum,dukung putusan nepotisme solid kemunduran demokrasi patut ditiru dinasti politik bangga wibawa,positif,12,2,vinaxyz
2024-09-23 16:18:02,sebelum,hormat batas usia selamat mantap bersatu semangat solo solid akhir jabatan lancar berani,positif,24,4,indraku1762
2024-09-23 16:29:28,sebelum,basi protes gagal beban fiskal kecewa berat rupiah janji manis ragu cawe cawe biaya negara pencitraan,negatif,62,16,putri19904012
2024-09-23 16:50:16,sebelum,menyampaikan beban fiskal siaran langsung biaya negara resmi efisiensi anggaran dokumentasi laporan utang negara,netral,118,30,infonusantara
2024-09-23 17:05:42,sebelum,undangan asing etika politik kritik omong kosong rakyat susah gagal batas usia janji manis demokrasi cawe cawe pencitraan,negatif,82,28,nisawati9066
2024-09-23 17:11:28,sebelum,omong kosong khawatir buang buang uang tidak becus susah kabinet merah putih swasembada pangan menteri,negatif,53,13,arif_id
2024-09-23 17:26:37,sebelum,siaran langsung resmi rekayasa lalu lintas kesiapan panitia disiarkan pasukan pengamanan agenda dijadwalkan laporan dilantik,netral,3,1,nandaputra6961
2024-09-23 17:49:57,sebelum,khawatir batas usia buang buang uang kecewa berat dinasti politik,negatif,83,18,bagas1990
2024-09-23 18:00:41,sebelum,konferensi pers demokrasi masa jabatan mahkamah konstitusi tercatat periode data siaran langsung agenda susunan acara,netral,5,1,lukman_real
2024-09-23 18:03:16,sebelum,kerja nyata dukung bersatu titipan partai menteri gagah legowo reshuffle indonesia emas,positif,10,1,zahrawati
2024-09-23 18:03:59,sebelum,gagal sindir realisasi program susah kritik protes janji manis boros swasembada pangan,negatif,39,10,zahra_real1844
2024-09-23 18:08:52,sebelum,janji manis estafet kepemimpinan protes omong kosong akhir jabatan transisi korupsi jokowi boros,negatif,856,232,sintaputra
2024-09-23 18:12:37,sebelum,haru legowo dinasti politik oligarki kemunduran demokrasi selamat apresiasi dukung,positif,89,16,gilang77485
2024-09-23 18:43:02,sebelum,nepotisme janji manis batas usia susah muak harga pangan basi,negatif,4,3,dimasnesia6975
2024-09-23 18:46:06,sebelum,bagi bagi kursi kecewa berat kabinet merah putih reshuffle ragu protes postur kabinet bohong,negatif,123,30,indraputra
2024-09-23 18:58:48,sebelum,seratus hari mantap realisasi program apresiasi kedaulatan energi legowo,positif,504,97,bayu_id4947
2024-09-23 19:01:36,sebelum,hormat tegas mahkamah konstitusi oligarki lancar optimis bersatu dinasti politik putusan,positif,11,4,sari_rl8588
2024-09-23 19:22:04,sebelum,demokrasi basi boros protes oligarki muak tidak becus kecewa dinasti politik,negatif,140,37,vina_jkt
2024-09-23 19:22:11,sebelum,omong kosong basi buang buang uang dinasti politik korupsi susah tidak becus nepotisme demokrasi kemunduran demokrasi,negatif,1,1,joko_jkt5441
2024-09-23 19:36:26,sebelum,patut ditiru panitia solid gagah tegas legowo senayan hormat mpr sejarah baru,positif,19,2,intanwati4580
2024-09-23 19:53:12,sebelum,tolak anggaran pemborosan tidak becus elit khawatir bohong,negatif,55,13,laras
2024-09-23 20:00:41,sebelum,solid bangga diplomatik sejarah baru selamat sukses bagi bagi kursi postur kabinet,positif,30,6,dewi7539
2024-09-23 20:17:44,sebelum,protes batas usia demokrasi oligarki khawatir korupsi ragu,negatif,103,17,putri
2024-09-23 20:24:07,sebelum,ragu kerja nyata sejarah baru kursi kekuasaan reshuffle percaya,positif,34,5,okinesia7502
2024-09-23 20:25:52,sebelum,masa jabatan periode jatah partai resmi menteri dilantik indonesia emas keterangan,netral,40,7,kirana8313
2024-09-23 20:36:33,sebelum,mahkamah konstitusi tercatat periode keterangan dilantik undangan susunan acara disiarkan gladi bersih,netral,13,1,raka_ind
2024-09-23 20:42:16,sebelum,korupsi khawatir susah panitia kecewa asal bapak senang rekayasa lalu lintas gladi bersih,negatif,20,6,andiputra4310
2024-09-23 20:51:59,sebelum,dokumentasi masa jabatan rekayasa lalu lintas susunan acara rangkaian dilantik protokol dijadwalkan gagah keterangan,netral,71,15,hesti_id
2024-09-23 20:54:08,sebelum,buang buang uang batas usia realisasi program pesimis tolak basi janji kampanye elit,negatif,4,2,fitri_rl3233
2024-09-23 21:04:12,sebelum,pesimis korupsi putusan batas usia asal bapak senang cawe cawe buang buang uang,negatif,13,4,laras303
2024-09-23 21:43:43,sebelum,kirab solid salut dukung berani damai selamat pelantikan lancar istana merdeka bersatu penyematan,positif,386,53,okinesia7502
2024-09-23 21:44:33,sebelum,hormat kerja nyata makan bergizi gratis realisasi program damai seratus hari swasembada pangan,positif,6,3,oki_jkt
2024-09-23 21:52:14,sebelum,menurut berlangsung putusan dinasti politik disiarkan susunan acara demokrasi,netral,5,3,wahyu243317
2024-09-23 22:24:50,sebelum,kecewa berat pencitraan hilirisasi pendidikan gratis makan bergizi gratis janji kampanye elit tidak becus kritik asal bapak senang omong kosong ragu,negatif,103,33,rakaxyz
2024-09-23 22:27:10,sebelum,dokumentasi agenda menurut rute berlangsung masa jabatan pasukan pengamanan undangan disiarkan persiapan,netral,28,3,suaranusantara
2024-09-23 22:38:55,sebelum,nepotisme bersatu bangga rakyat sejahtera solid megah kabinet merah putih bagi bagi kursi koalisi salut amanah percaya,positif,9,2,suaranusantara
2024-09-23 23:27:32,sebelum,pencitraan rakyat susah kecewa akhir jabatan purna tugas gagal estafet kepemimpinan muak,negatif,25,6,fitri_ind4289
2024-09-23 23:57:35,sebelum,keterangan pesimis sepuluh tahun gagal purna tugas khawatir elit,negatif,181,36,nandanesia2940
2024-09-24 01:06:26,sebelum,rangkaian dinasti politik keterangan hilirisasi nepotisme tercatat hadir,netral,1,2,vinaputra
2024-09-24 02:18:50,sebelum,estafet kepemimpinan pendahulu korupsi warisan muak gagal bohong sindir omong kosong transisi,negatif,18,4,gilang776762
2024-09-24 03:38:00,sebelum,etika politik postur kabinet patut ditiru nepotisme batas usia tegas legowo cawe cawe,positif,19,2,okiku
2024-09-24 04:09:46,sebelum,solo berlangsung hadir konferensi pers estafet kepemimpinan dijadwalkan salam komando disiarkan,netral,27,9,suaranusantara
2024-09-24 04:50:19,sebelum,cawe cawe muak oligarki rakyat susah basi omong kosong ragu boros gagal mahkamah konstitusi,negatif,1,1,dimas2024
2024-09-24 05:38:46,sebelum,etika politik kemunduran demokrasi nepotisme ragu dilantik pencitraan pesimis korupsi,negatif,147,26,lensaindo
2024-09-24 05:50:08,sebelum,sidang paripurna tidak becus senayan megah berani salut wibawa selamat geladi mpr,positif,1,2,bagasxyz4095
2024-09-24 05:56:11,sebelum,tolak tidak becus gagal oligarki batas usia asal bapak senang pesimis protokol kenegaraan,negatif,6,4,okinesia7502
2024-09-24 06:06:28,sebelum,laporan defisit beban fiskal persiapan berlangsung efisiensi anggaran tercatat omong kosong susunan acara siaran langsung,netral,92,26,beritaupdate
2024-09-24 06:10:56,sebelum,kesiapan geladi disiarkan dijadwalkan siaran langsung data undangan legowo masa jabatan rangkaian,netral,3,3,lukman_id2258
2024-09-24 06:27:44,sebelum,amanah susunan acara dukung istana merdeka salut doa tegas semangat pakaian adat bersatu cawe cawe,positif,73,12,info24jam
2024-09-24 07:27:14,sebelum,nepotisme rakyat sejahtera utang negara selamat investasi apresiasi defisit legowo wibawa mantap pajak,positif,4,2,vina748
2024-09-24 07:44:02,sebelum,salam komando konferensi pers rangkaian disiarkan dilantik pidato perdana omong kosong sumpah jabatan,netral,9,3,suaranusantara
2024-09-24 08:02:18,sebelum,janji manis basi bohong nepotisme korupsi elit protes tidak becus putusan mahal,negatif,40,14,fitri_id7822
2024-09-24 08:12:01,sebelum,sejarah baru sindir selamat patut ditiru batas usia amanah cawe cawe legowo demokrasi dinasti politik,positif,29,7,rizky6343
2024-09-24 08:37:15,sebelum,harap bangga oligarki nepotisme solid dukung rakyat sejahtera,positif,7,3,ayuxyz
2024-09-24 08:38:42,sebelum,akhir jabatan tidak becus mahal gagal khawatir ragu asal bapak senang elit estafet kepemimpinan anggaran pamit buang buang uang,negatif,357,62,kabarterkini
2024-09-24 08:42:20,sebelum,haru harap beban fiskal rakyat sejahtera patut ditiru utang negara gagah diplomatik,positif,5,2,mayaku4563
